organization_type,country_code,city_name,stat_date(周),Daily Orders,R Burn / GMV,B2C / GMV,TED / GMV,Traffic,Shop Enter UV,B P1*P2,B Cancel Rate,AOP,ASP
CKA,MX,Veracruz,2024-11-18 / 2024-11-24,513,20.32%,0.033300000000000000,0.273900000000000000,296886,19986,1.26%,1.09%,249.9815000000000,181.5149000000000
CKA,MX,Cancun,2024-11-18 / 2024-11-24,1195,23.76%,0.011600000000000000,0.289200000000000000,652000,46558,1.34%,0.32%,338.9201000000000,240.9113000000000
CKA,MX,Ensenada,2024-11-18 / 2024-11-24,686,16.67%,0.017500000000000000,0.217100000000000000,304448,19899,1.63%,0.61%,280.9631000000000,219.9788000000000
CKA,MX,San Cristobal de las Casas,2024-11-18 / 2024-11-24,28,2.50%,0.009100000000000000,0.079200000000000000,25821,1736,0.79%,1.49%,306.3640000000000,282.1107000000000
CKA,MX,Cordoba,2024-11-18 / 2024-11-24,113,18.72%,0.014000000000000000,0.235100000000000000,74131,5460,1.10%,0.62%,401.6219000000000,307.2189000000000
CKA,MX,San Juan del Río,2024-11-18 / 2024-11-24,141,24.63%,0.043800000000000000,0.333100000000000000,73141,5645,1.41%,0.79%,345.2647000000000,230.2561000000000
CKA,MX,San Miguel de Allende,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Culiacan,2024-11-18 / 2024-11-24,2192,17.57%,0.043800000000000000,0.256900000000000000,1047356,75443,1.54%,0.49%,292.4268000000000,217.3041000000000
CKA,MX,Uruapan,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Irapuato,2024-11-18 / 2024-11-24,128,7.05%,0.003900000000000000,0.108000000000000000,73825,4732,1.27%,1.40%,272.7149000000000,243.2595000000000
CKA,MX,Tehuacan,2024-11-18 / 2024-11-24,53,22.58%,0.058400000000000000,0.329200000000000000,24362,1815,1.63%,0.77%,264.1984000000000,177.2217000000000
CKA,MX,Manzanillo,2024-11-18 / 2024-11-24,159,7.27%,0.018500000000000000,0.142300000000000000,50331,4282,2.30%,0.88%,292.1905000000000,250.6074000000000
CKA,MX,Pachuca,2024-11-18 / 2024-11-24,225,17.87%,0.016900000000000000,0.226000000000000000,140718,9631,1.24%,1.24%,275.4829000000000,213.2158000000000
CKA,MX,Tepic,2024-11-18 / 2024-11-24,697,17.68%,0.020800000000000000,0.233100000000000000,314129,22172,1.61%,0.64%,278.2004000000000,213.3466000000000
CKA,MX,Las Choapas,2024-11-18 / 2024-11-24,12,6.65%,0.000800000000000000,0.123600000000000000,7222,661,1.27%,2.33%,290.8253000000000,254.8902000000000
CKA,MX,Queretaro,2024-11-18 / 2024-11-24,1358,22.18%,0.034600000000000000,0.301100000000000000,760002,52098,1.30%,1.17%,310.1586000000000,216.7790000000000
CKA,MX,Los Cabos,2024-11-18 / 2024-11-24,179,7.85%,0.015400000000000000,0.146000000000000000,95123,6258,1.40%,1.62%,340.3106000000000,290.6416000000000
CKA,MX,Mazatlan,2024-11-18 / 2024-11-24,622,13.09%,0.013300000000000000,0.173300000000000000,295836,20710,1.52%,0.66%,268.3159000000000,221.8298000000000
CKA,MX,Zamora,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,MX,Saltillo,2024-11-18 / 2024-11-24,737,14.37%,0.011000000000000000,0.198800000000000000,531126,31207,1.03%,0.84%,309.9886000000000,248.3677000000000
CKA,MX,Tlaxcala,2024-11-18 / 2024-11-24,58,14.66%,0.021600000000000000,0.209700000000000000,42495,3038,1.01%,1.67%,308.1116000000000,243.5029000000000
CKA,MX,Cuernavaca,2024-11-18 / 2024-11-24,1034,27.29%,0.021800000000000000,0.322100000000000000,566656,39288,1.33%,0.38%,298.8894000000000,202.6206000000000
CKA,MX,Tuxtla Gutierrez,2024-11-18 / 2024-11-24,371,11.55%,0.037600000000000000,0.212300000000000000,253009,15062,1.07%,1.01%,274.4036000000000,216.1426000000000
CKA,MX,Salamanca,2024-11-18 / 2024-11-24,31,12.23%,0.008800000000000000,0.165000000000000000,25389,1669,0.93%,3.46%,319.8259000000000,267.0634000000000
CKA,MX,Ciudad Obregon,2024-11-18 / 2024-11-24,606,16.68%,0.020600000000000000,0.225200000000000000,307082,21276,1.43%,0.65%,269.9861000000000,209.1751000000000
CKA,MX,Oaxaca,2024-11-18 / 2024-11-24,979,25.00%,0.031600000000000000,0.304500000000000000,396493,27994,1.77%,0.55%,265.5805000000000,184.7084000000000
CKA,MX,Xalapa,2024-11-18 / 2024-11-24,62,13.13%,0.015000000000000000,0.187400000000000000,79258,4137,0.59%,3.30%,282.3059000000000,229.4150000000000
CKA,MX,Guadalajara,2024-11-18 / 2024-11-24,9050,16.44%,0.039700000000000000,0.242600000000000000,4512264,307415,1.46%,0.80%,267.0844000000000,202.2836000000000
CKA,CO,Cartagena,2024-11-18 / 2024-11-24,59,15.10%,0.017400000000000000,0.280100000000000000,88234,5222,0.64%,1.26%,45132.5158000000000,32489.5572000000000
CKA,CO,Barranquilla,2024-11-18 / 2024-11-24,847,22.06%,0.031900000000000000,0.329900000000000000,816251,56808,0.80%,0.89%,45686.4413000000000,30612.2249000000000
CKA,CO,"Bogotá, D.C.",2024-11-18 / 2024-11-24,8279,25.67%,0.045100000000000000,0.375000000000000000,5377541,322720,1.15%,0.88%,51373.4264000000000,32109.4477000000000
CKA,CO,Ibagué,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,CO,Bucaramanga,2024-11-18 / 2024-11-24,358,21.21%,0.027000000000000000,0.346100000000000000,203234,16195,1.34%,1.10%,38372.0367000000000,25089.8420000000000
CKA,CO,Medellín,2024-11-18 / 2024-11-24,5639,24.91%,0.040000000000000000,0.369800000000000000,3829215,262565,1.11%,0.78%,53451.4408000000000,33685.9937000000000
CKA,CO,Santa marta,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
CKA,CO,Valledupar,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,CO,Cúcuta,2024-11-18 / 2024-11-24,3,4.24%,0.006500000000000000,0.185200000000000000,14827,525,0.16%,0.00%,26073.7778000000000,21245.6111000000000
CKA,CO,Cali,2024-11-18 / 2024-11-24,1688,23.37%,0.049700000000000000,0.340100000000000000,1380460,89821,0.92%,1.17%,52200.7693000000000,34448.9525000000000
CKA,CO,Manizales,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,CO,Villavicencio,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,CO,Pereira,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
CKA,PE,Lima,2024-11-18 / 2024-11-24,1578,29.22%,0.045000000000000000,0.388900000000000000,1403101,89527,0.83%,0.71%,56.8947000000000,34.7671000000000
CKA,PE,Arequipa,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
CKA,PE,Trujillo,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
CKA,CR,Limon,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
CKA,CR,San Jose,2024-11-18 / 2024-11-24,2145,22.07%,0.030400000000000000,0.286200000000000000,1283664,85981,1.24%,1.23%,8733.9218000000000,6233.8649000000000
CKA,CR,Liberia,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
